instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
record_184,fall,2011yr,jul,no_holiday,weekday_0,not_workday,Mist,0.716667,0.668575,0.6825,0.228858,2282,2367,4649
record_185,fall,2011yr,jul,holiday,weekday_1,not_workday,Mist,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043
record_186,fall,2011yr,jul,no_holiday,weekday_2,workday,Clear,0.746667,0.696338,0.590417,0.126258,1031,3634,4665
record_187,fall,2011yr,jul,no_holiday,weekday_3,workday,Clear,0.72,0.685633,0.743333,0.149883,784,3845,4629
record_188,fall,2011yr,jul,no_holiday,weekday_4,workday,Clear,0.75,0.686871,0.65125,0.1592,754,3838,4592
record_189,fall,2011yr,jul,no_holiday,weekday_5,workday,Mist,0.709167,0.670483,0.757917,0.225129,692,3348,4040
record_190,fall,2011yr,jul,no_holiday,weekday_6,not_workday,Clear,0.733333,0.664158,0.609167,0.167912,1988,3348,5336
record_191,fall,2011yr,jul,no_holiday,weekday_0,not_workday,Clear,0.7475,0.690025,0.578333,0.183471,1743,3138,4881
record_192,fall,2011yr,jul,no_holiday,weekday_1,workday,Clear,0.7625,0.729804,0.635833,0.282337,723,3363,4086
record_193,fall,2011yr,jul,no_holiday,weekday_2,workday,Clear,0.794167,0.739275,0.559167,0.200254,662,3596,4258
record_194,fall,2011yr,jul,no_holiday,weekday_3,workday,Clear,0.746667,0.689404,0.631667,0.146133,748,3594,4342
record_195,fall,2011yr,jul,no_holiday,weekday_4,workday,Clear,0.680833,0.635104,0.47625,0.240667,888,4196,5084
record_196,fall,2011yr,jul,no_holiday,weekday_5,workday,Clear,0.663333,0.624371,0.59125,0.182833,1318,4220,5538
record_197,fall,2011yr,jul,no_holiday,weekday_6,not_workday,Clear,0.686667,0.638263,0.585,0.208342,2418,3505,5923
record_198,fall,2011yr,jul,no_holiday,weekday_0,not_workday,Clear,0.719167,0.669833,0.604167,0.245033,2006,3296,5302
record_199,fall,2011yr,jul,no_holiday,weekday_1,workday,Clear,0.746667,0.703925,0.65125,0.215804,841,3617,4458
record_200,fall,2011yr,jul,no_holiday,weekday_2,workday,Clear,0.776667,0.747479,0.650417,0.1306,752,3789,4541
record_201,fall,2011yr,jul,no_holiday,weekday_3,workday,Clear,0.768333,0.74685,0.707083,0.113817,644,3688,4332
record_202,fall,2011yr,jul,no_holiday,weekday_4,workday,Mist,0.815,0.826371,0.69125,0.222021,632,3152,3784
record_203,fall,2011yr,jul,no_holiday,weekday_5,workday,Clear,0.848333,0.840896,0.580417,0.1331,562,2825,3387
record_204,fall,2011yr,jul,no_holiday,weekday_6,not_workday,Clear,0.849167,0.804287,0.5,0.131221,987,2298,3285
record_205,fall,2011yr,jul,no_holiday,weekday_0,not_workday,Clear,0.83,0.794829,0.550833,0.169171,1050,2556,3606
record_206,fall,2011yr,jul,no_holiday,weekday_1,workday,Clear,0.743333,0.720958,0.757083,0.0908083,568,3272,3840
record_207,fall,2011yr,jul,no_holiday,weekday_2,workday,Clear,0.771667,0.696979,0.540833,0.200258,750,3840,4590
record_208,fall,2011yr,jul,no_holiday,weekday_3,workday,Clear,0.775,0.690667,0.402917,0.183463,755,3901,4656
record_209,fall,2011yr,jul,no_holiday,weekday_4,workday,Clear,0.779167,0.7399,0.583333,0.178479,606,3784,4390
record_210,fall,2011yr,jul,no_holiday,weekday_5,workday,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846
record_211,fall,2011yr,jul,no_holiday,weekday_6,not_workday,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475
record_212,fall,2011yr,jul,no_holiday,weekday_0,not_workday,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302
record_213,fall,2011yr,aug,no_holiday,weekday_1,workday,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266
record_214,fall,2011yr,aug,no_holiday,weekday_2,workday,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845
record_215,fall,2011yr,aug,no_holiday,weekday_3,workday,Mist,0.731667,0.679937,0.6575,0.135583,467,3107,3574
record_216,fall,2011yr,aug,no_holiday,weekday_4,workday,Mist,0.71,0.664788,0.7575,0.19715,799,3777,4576
record_217,fall,2011yr,aug,no_holiday,weekday_5,workday,Clear,0.710833,0.656567,0.630833,0.184696,1023,3843,4866
record_218,fall,2011yr,aug,no_holiday,weekday_6,not_workday,Mist,0.716667,0.676154,0.755,0.22825,1521,2773,4294
record_219,fall,2011yr,aug,no_holiday,weekday_0,not_workday,Clear,0.7425,0.715292,0.752917,0.201487,1298,2487,3785
record_220,fall,2011yr,aug,no_holiday,weekday_1,workday,Clear,0.765,0.703283,0.592083,0.192175,846,3480,4326
record_221,fall,2011yr,aug,no_holiday,weekday_2,workday,Clear,0.775,0.724121,0.570417,0.151121,907,3695,4602
record_222,fall,2011yr,aug,no_holiday,weekday_3,workday,Clear,0.766667,0.684983,0.424167,0.200258,884,3896,4780
record_223,fall,2011yr,aug,no_holiday,weekday_4,workday,Clear,0.7175,0.651521,0.42375,0.164796,812,3980,4792
record_224,fall,2011yr,aug,no_holiday,weekday_5,workday,Clear,0.708333,0.654042,0.415,0.125621,1051,3854,4905
record_225,fall,2011yr,aug,no_holiday,weekday_6,not_workday,Mist,0.685833,0.645858,0.729583,0.211454,1504,2646,4150
record_226,fall,2011yr,aug,no_holiday,weekday_0,not_workday,Mist,0.676667,0.624388,0.8175,0.222633,1338,2482,3820
record_227,fall,2011yr,aug,no_holiday,weekday_1,workday,Clear,0.665833,0.616167,0.712083,0.208954,775,3563,4338
record_228,fall,2011yr,aug,no_holiday,weekday_2,workday,Clear,0.700833,0.645837,0.578333,0.236329,721,4004,4725
record_229,fall,2011yr,aug,no_holiday,weekday_3,workday,Clear,0.723333,0.666671,0.575417,0.143667,668,4026,4694
record_230,fall,2011yr,aug,no_holiday,weekday_4,workday,Clear,0.711667,0.662258,0.654583,0.233208,639,3166,3805
record_231,fall,2011yr,aug,no_holiday,weekday_5,workday,Mist,0.685,0.633221,0.722917,0.139308,797,3356,4153
record_232,fall,2011yr,aug,no_holiday,weekday_6,not_workday,Clear,0.6975,0.648996,0.674167,0.104467,1914,3277,5191
record_233,fall,2011yr,aug,no_holiday,weekday_0,not_workday,Clear,0.710833,0.675525,0.77,0.248754,1249,2624,3873
record_234,fall,2011yr,aug,no_holiday,weekday_1,workday,Clear,0.691667,0.638254,0.47,0.27675,833,3925,4758
record_235,fall,2011yr,aug,no_holiday,weekday_2,workday,Clear,0.640833,0.606067,0.455417,0.146763,1281,4614,5895
record_236,fall,2011yr,aug,no_holiday,weekday_3,workday,Clear,0.673333,0.630692,0.605,0.253108,949,4181,5130
record_237,fall,2011yr,aug,no_holiday,weekday_4,workday,Mist,0.684167,0.645854,0.771667,0.210833,435,3107,3542
record_238,fall,2011yr,aug,no_holiday,weekday_5,workday,Clear,0.7,0.659733,0.76125,0.0839625,768,3893,4661
record_239,fall,2011yr,aug,no_holiday,weekday_6,not_workday,Mist,0.68,0.635556,0.85,0.375617,226,889,1115
record_240,fall,2011yr,aug,no_holiday,weekday_0,not_workday,Clear,0.707059,0.647959,0.561765,0.304659,1415,2919,4334
record_241,fall,2011yr,aug,no_holiday,weekday_1,workday,Clear,0.636667,0.607958,0.554583,0.159825,729,3905,4634
record_242,fall,2011yr,aug,no_holiday,weekday_2,workday,Clear,0.639167,0.594704,0.548333,0.125008,775,4429,5204
record_243,fall,2011yr,aug,no_holiday,weekday_3,workday,Clear,0.656667,0.611121,0.597917,0.0833333,688,4370,5058
record_244,fall,2011yr,sep,no_holiday,weekday_4,workday,Clear,0.655,0.614921,0.639167,0.141796,783,4332,5115
record_245,fall,2011yr,sep,no_holiday,weekday_5,workday,Mist,0.643333,0.604808,0.727083,0.139929,875,3852,4727
record_246,fall,2011yr,sep,no_holiday,weekday_6,not_workday,Clear,0.669167,0.633213,0.716667,0.185325,1935,2549,4484
record_247,fall,2011yr,sep,no_holiday,weekday_0,not_workday,Clear,0.709167,0.665429,0.742083,0.206467,2521,2419,4940
record_248,fall,2011yr,sep,holiday,weekday_1,not_workday,Mist,0.673333,0.625646,0.790417,0.212696,1236,2115,3351
record_249,fall,2011yr,sep,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.54,0.5152,0.886957,0.343943,204,2506,2710
record_250,fall,2011yr,sep,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.599167,0.544229,0.917083,0.0970208,118,1878,1996
record_251,fall,2011yr,sep,no_holiday,weekday_4,workday,Light Snow-Light Rain,0.633913,0.555361,0.939565,0.192748,153,1689,1842
record_252,fall,2011yr,sep,no_holiday,weekday_5,workday,Mist,0.65,0.578946,0.897917,0.124379,417,3127,3544
record_253,fall,2011yr,sep,no_holiday,weekday_6,not_workday,Clear,0.66,0.607962,0.75375,0.153608,1750,3595,5345
record_254,fall,2011yr,sep,no_holiday,weekday_0,not_workday,Clear,0.653333,0.609229,0.71375,0.115054,1633,3413,5046
record_255,fall,2011yr,sep,no_holiday,weekday_1,workday,Clear,0.644348,0.60213,0.692174,0.088913,690,4023,4713
record_256,fall,2011yr,sep,no_holiday,weekday_2,workday,Clear,0.650833,0.603554,0.7125,0.141804,701,4062,4763
record_257,fall,2011yr,sep,no_holiday,weekday_3,workday,Clear,0.673333,0.6269,0.697083,0.1673,647,4138,4785
record_258,fall,2011yr,sep,no_holiday,weekday_4,workday,Mist,0.5775,0.553671,0.709167,0.271146,428,3231,3659
record_259,fall,2011yr,sep,no_holiday,weekday_5,workday,Mist,0.469167,0.461475,0.590417,0.164183,742,4018,4760
record_260,fall,2011yr,sep,no_holiday,weekday_6,not_workday,Mist,0.491667,0.478512,0.718333,0.189675,1434,3077,4511
record_261,fall,2011yr,sep,no_holiday,weekday_0,not_workday,Clear,0.5075,0.490537,0.695,0.178483,1353,2921,4274
record_262,fall,2011yr,sep,no_holiday,weekday_1,workday,Mist,0.549167,0.529675,0.69,0.151742,691,3848,4539
record_263,fall,2011yr,sep,no_holiday,weekday_2,workday,Mist,0.561667,0.532217,0.88125,0.134954,438,3203,3641
record_264,fall,2011yr,sep,no_holiday,weekday_3,workday,Mist,0.595,0.550533,0.9,0.0964042,539,3813,4352
record_265,fall,2011yr,sep,no_holiday,weekday_4,workday,Mist,0.628333,0.554963,0.902083,0.128125,555,4240,4795
record_266,winter,2011yr,sep,no_holiday,weekday_5,workday,Mist,0.609167,0.522125,0.9725,0.0783667,258,2137,2395
record_267,winter,2011yr,sep,no_holiday,weekday_6,not_workday,Mist,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423
record_268,winter,2011yr,sep,no_holiday,weekday_0,not_workday,Mist,0.634167,0.572637,0.845,0.0503792,1544,3466,5010
record_269,winter,2011yr,sep,no_holiday,weekday_1,workday,Mist,0.649167,0.589042,0.848333,0.1107,684,3946,4630
record_270,winter,2011yr,sep,no_holiday,weekday_2,workday,Mist,0.636667,0.574525,0.885417,0.118171,477,3643,4120
record_271,winter,2011yr,sep,no_holiday,weekday_3,workday,Mist,0.635,0.575158,0.84875,0.148629,480,3427,3907
record_272,winter,2011yr,sep,no_holiday,weekday_4,workday,Clear,0.616667,0.574512,0.699167,0.172883,653,4186,4839
record_273,winter,2011yr,sep,no_holiday,weekday_5,workday,Clear,0.564167,0.544829,0.6475,0.206475,830,4372,5202
record_274,winter,2011yr,oct,no_holiday,weekday_6,not_workday,Mist,0.41,0.412863,0.75375,0.292296,480,1949,2429
record_275,winter,2011yr,oct,no_holiday,weekday_0,not_workday,Mist,0.356667,0.345317,0.791667,0.222013,616,2302,2918
record_276,winter,2011yr,oct,no_holiday,weekday_1,workday,Mist,0.384167,0.392046,0.760833,0.0833458,330,3240,3570
record_277,winter,2011yr,oct,no_holiday,weekday_2,workday,Clear,0.484167,0.472858,0.71,0.205854,486,3970,4456
record_278,winter,2011yr,oct,no_holiday,weekday_3,workday,Clear,0.538333,0.527138,0.647917,0.17725,559,4267,4826
record_279,winter,2011yr,oct,no_holiday,weekday_4,workday,Clear,0.494167,0.480425,0.620833,0.134954,639,4126,4765
record_280,winter,2011yr,oct,no_holiday,weekday_5,workday,Clear,0.510833,0.504404,0.684167,0.0223917,949,4036,4985
record_281,winter,2011yr,oct,no_holiday,weekday_6,not_workday,Clear,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409
record_282,winter,2011yr,oct,no_holiday,weekday_0,not_workday,Clear,0.540833,0.523983,0.7275,0.06345,2397,3114,5511
record_283,winter,2011yr,oct,holiday,weekday_1,not_workday,Clear,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117
record_284,winter,2011yr,oct,no_holiday,weekday_2,workday,Mist,0.566667,0.546096,0.80875,0.143042,667,3896,4563
record_285,winter,2011yr,oct,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.543333,0.517717,0.90625,0.24815,217,2199,2416
record_286,winter,2011yr,oct,no_holiday,weekday_4,workday,Mist,0.589167,0.551804,0.896667,0.141787,290,2623,2913
record_287,winter,2011yr,oct,no_holiday,weekday_5,workday,Mist,0.550833,0.529675,0.71625,0.223883,529,3115,3644
record_288,winter,2011yr,oct,no_holiday,weekday_6,not_workday,Clear,0.506667,0.498725,0.483333,0.258083,1899,3318,5217
record_289,winter,2011yr,oct,no_holiday,weekday_0,not_workday,Clear,0.511667,0.503154,0.486667,0.281717,1748,3293,5041
record_290,winter,2011yr,oct,no_holiday,weekday_1,workday,Clear,0.534167,0.510725,0.579583,0.175379,713,3857,4570
record_291,winter,2011yr,oct,no_holiday,weekday_2,workday,Mist,0.5325,0.522721,0.701667,0.110087,637,4111,4748
record_292,winter,2011yr,oct,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.541739,0.513848,0.895217,0.243339,254,2170,2424
record_293,winter,2011yr,oct,no_holiday,weekday_4,workday,Clear,0.475833,0.466525,0.63625,0.422275,471,3724,4195
record_294,winter,2011yr,oct,no_holiday,weekday_5,workday,Clear,0.4275,0.423596,0.574167,0.221396,676,3628,4304
record_295,winter,2011yr,oct,no_holiday,weekday_6,not_workday,Clear,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308
record_296,winter,2011yr,oct,no_holiday,weekday_0,not_workday,Clear,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381
record_297,winter,2011yr,oct,no_holiday,weekday_1,workday,Clear,0.463333,0.457067,0.772083,0.118792,699,3488,4187
record_298,winter,2011yr,oct,no_holiday,weekday_2,workday,Clear,0.471667,0.463375,0.622917,0.166658,695,3992,4687
record_299,winter,2011yr,oct,no_holiday,weekday_3,workday,Mist,0.484167,0.472846,0.720417,0.148642,404,3490,3894
record_300,winter,2011yr,oct,no_holiday,weekday_4,workday,Mist,0.47,0.457046,0.812917,0.197763,240,2419,2659
record_301,winter,2011yr,oct,no_holiday,weekday_5,workday,Mist,0.330833,0.318812,0.585833,0.229479,456,3291,3747
record_302,winter,2011yr,oct,no_holiday,weekday_6,not_workday,Light Snow-Light Rain,0.254167,0.227913,0.8825,0.351371,57,570,627
record_303,winter,2011yr,oct,no_holiday,weekday_0,not_workday,Clear,0.319167,0.321329,0.62375,0.176617,885,2446,3331
record_304,winter,2011yr,oct,no_holiday,weekday_1,workday,Clear,0.34,0.356063,0.703333,0.10635,362,3307,3669
record_305,winter,2011yr,nov,no_holiday,weekday_2,workday,Clear,0.400833,0.397088,0.68375,0.135571,410,3658,4068
record_306,winter,2011yr,nov,no_holiday,weekday_3,workday,Clear,0.3775,0.390133,0.71875,0.0820917,370,3816,4186
record_307,winter,2011yr,nov,no_holiday,weekday_4,workday,Clear,0.408333,0.405921,0.702083,0.136817,318,3656,3974
record_308,winter,2011yr,nov,no_holiday,weekday_5,workday,Mist,0.403333,0.403392,0.6225,0.271779,470,3576,4046
record_309,winter,2011yr,nov,no_holiday,weekday_6,not_workday,Clear,0.326667,0.323854,0.519167,0.189062,1156,2770,3926
record_310,winter,2011yr,nov,no_holiday,weekday_0,not_workday,Clear,0.348333,0.362358,0.734583,0.0920542,952,2697,3649
record_311,winter,2011yr,nov,no_holiday,weekday_1,workday,Clear,0.395,0.400871,0.75875,0.057225,373,3662,4035
record_312,winter,2011yr,nov,no_holiday,weekday_2,workday,Clear,0.408333,0.412246,0.721667,0.0690375,376,3829,4205
record_313,winter,2011yr,nov,no_holiday,weekday_3,workday,Clear,0.4,0.409079,0.758333,0.0621958,305,3804,4109
record_314,winter,2011yr,nov,no_holiday,weekday_4,workday,Mist,0.38,0.373721,0.813333,0.189067,190,2743,2933
record_315,winter,2011yr,nov,holiday,weekday_5,not_workday,Clear,0.324167,0.306817,0.44625,0.314675,440,2928,3368
record_316,winter,2011yr,nov,no_holiday,weekday_6,not_workday,Clear,0.356667,0.357942,0.552917,0.212062,1275,2792,4067
record_317,winter,2011yr,nov,no_holiday,weekday_0,not_workday,Clear,0.440833,0.43055,0.458333,0.281721,1004,2713,3717
record_318,winter,2011yr,nov,no_holiday,weekday_1,workday,Clear,0.53,0.524612,0.587083,0.306596,595,3891,4486
record_319,winter,2011yr,nov,no_holiday,weekday_2,workday,Mist,0.53,0.507579,0.68875,0.199633,449,3746,4195
record_320,winter,2011yr,nov,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.456667,0.451988,0.93,0.136829,145,1672,1817
record_321,winter,2011yr,nov,no_holiday,weekday_4,workday,Mist,0.341667,0.323221,0.575833,0.305362,139,2914,3053
record_322,winter,2011yr,nov,no_holiday,weekday_5,workday,Clear,0.274167,0.272721,0.41,0.168533,245,3147,3392
record_323,winter,2011yr,nov,no_holiday,weekday_6,not_workday,Clear,0.329167,0.324483,0.502083,0.224496,943,2720,3663
record_324,winter,2011yr,nov,no_holiday,weekday_0,not_workday,Mist,0.463333,0.457058,0.684583,0.18595,787,2733,3520
record_325,winter,2011yr,nov,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.4475,0.445062,0.91,0.138054,220,2545,2765
record_326,winter,2011yr,nov,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.416667,0.421696,0.9625,0.118792,69,1538,1607
record_327,winter,2011yr,nov,no_holiday,weekday_3,workday,Mist,0.440833,0.430537,0.757917,0.335825,112,2454,2566
record_328,winter,2011yr,nov,holiday,weekday_4,not_workday,Clear,0.373333,0.372471,0.549167,0.167304,560,935,1495
record_329,winter,2011yr,nov,no_holiday,weekday_5,workday,Clear,0.375,0.380671,0.64375,0.0988958,1095,1697,2792
record_330,winter,2011yr,nov,no_holiday,weekday_6,not_workday,Clear,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068
record_331,winter,2011yr,nov,no_holiday,weekday_0,not_workday,Clear,0.459167,0.4558,0.698333,0.208954,810,2261,3071
record_332,winter,2011yr,nov,no_holiday,weekday_1,workday,Clear,0.503478,0.490122,0.743043,0.142122,253,3614,3867
record_333,winter,2011yr,nov,no_holiday,weekday_2,workday,Mist,0.458333,0.451375,0.830833,0.258092,96,2818,2914
record_334,winter,2011yr,nov,no_holiday,weekday_3,workday,Clear,0.325,0.311221,0.613333,0.271158,188,3425,3613
record_335,winter,2011yr,dec,no_holiday,weekday_4,workday,Clear,0.3125,0.305554,0.524583,0.220158,182,3545,3727
record_336,winter,2011yr,dec,no_holiday,weekday_5,workday,Clear,0.314167,0.331433,0.625833,0.100754,268,3672,3940
record_337,winter,2011yr,dec,no_holiday,weekday_6,not_workday,Clear,0.299167,0.310604,0.612917,0.0957833,706,2908,3614
record_338,winter,2011yr,dec,no_holiday,weekday_0,not_workday,Clear,0.330833,0.3491,0.775833,0.0839583,634,2851,3485
record_339,winter,2011yr,dec,no_holiday,weekday_1,workday,Mist,0.385833,0.393925,0.827083,0.0622083,233,3578,3811
record_340,winter,2011yr,dec,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.4625,0.4564,0.949583,0.232583,126,2468,2594
record_341,winter,2011yr,dec,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.41,0.400246,0.970417,0.266175,50,655,705
record_342,winter,2011yr,dec,no_holiday,weekday_4,workday,Clear,0.265833,0.256938,0.58,0.240058,150,3172,3322
record_343,winter,2011yr,dec,no_holiday,weekday_5,workday,Clear,0.290833,0.317542,0.695833,0.0827167,261,3359,3620
record_344,winter,2011yr,dec,no_holiday,weekday_6,not_workday,Clear,0.275,0.266412,0.5075,0.233221,502,2688,3190
record_345,winter,2011yr,dec,no_holiday,weekday_0,not_workday,Clear,0.220833,0.253154,0.49,0.0665417,377,2366,2743
record_346,winter,2011yr,dec,no_holiday,weekday_1,workday,Clear,0.238333,0.270196,0.670833,0.06345,143,3167,3310
record_347,winter,2011yr,dec,no_holiday,weekday_2,workday,Clear,0.2825,0.301138,0.59,0.14055,155,3368,3523
record_348,winter,2011yr,dec,no_holiday,weekday_3,workday,Mist,0.3175,0.338362,0.66375,0.0609583,178,3562,3740
record_349,winter,2011yr,dec,no_holiday,weekday_4,workday,Mist,0.4225,0.412237,0.634167,0.268042,181,3528,3709
record_350,winter,2011yr,dec,no_holiday,weekday_5,workday,Mist,0.375,0.359825,0.500417,0.260575,178,3399,3577
record_351,winter,2011yr,dec,no_holiday,weekday_6,not_workday,Mist,0.258333,0.249371,0.560833,0.243167,275,2464,2739
record_352,winter,2011yr,dec,no_holiday,weekday_0,not_workday,Clear,0.238333,0.245579,0.58625,0.169779,220,2211,2431
record_353,winter,2011yr,dec,no_holiday,weekday_1,workday,Clear,0.276667,0.280933,0.6375,0.172896,260,3143,3403
record_354,winter,2011yr,dec,no_holiday,weekday_2,workday,Mist,0.385833,0.396454,0.595417,0.0615708,216,3534,3750
record_355,spring,2011yr,dec,no_holiday,weekday_3,workday,Mist,0.428333,0.428017,0.858333,0.2214,107,2553,2660
record_356,spring,2011yr,dec,no_holiday,weekday_4,workday,Mist,0.423333,0.426121,0.7575,0.047275,227,2841,3068
record_357,spring,2011yr,dec,no_holiday,weekday_5,workday,Clear,0.373333,0.377513,0.68625,0.274246,163,2046,2209
record_358,spring,2011yr,dec,no_holiday,weekday_6,not_workday,Clear,0.3025,0.299242,0.5425,0.190304,155,856,1011
record_359,spring,2011yr,dec,no_holiday,weekday_0,not_workday,Clear,0.274783,0.279961,0.681304,0.155091,303,451,754
record_360,spring,2011yr,dec,holiday,weekday_1,not_workday,Clear,0.321739,0.315535,0.506957,0.239465,430,887,1317
record_361,spring,2011yr,dec,no_holiday,weekday_2,workday,Mist,0.325,0.327633,0.7625,0.18845,103,1059,1162
record_362,spring,2011yr,dec,no_holiday,weekday_3,workday,Clear,0.29913,0.279974,0.503913,0.293961,255,2047,2302
record_363,spring,2011yr,dec,no_holiday,weekday_4,workday,Clear,0.248333,0.263892,0.574167,0.119412,254,2169,2423
record_364,spring,2011yr,dec,no_holiday,weekday_5,workday,Clear,0.311667,0.318812,0.636667,0.134337,491,2508,2999
record_365,spring,2011yr,dec,no_holiday,weekday_6,not_workday,Clear,0.41,0.414121,0.615833,0.220154,665,1820,2485
